0.00.018.917 I cmn  common_param: common_params_print_info: verbosity = 3 (adjust with the `-lv N` CLI arg)
0.00.019.099 I srv          init: The UI is disabled
0.00.019.103 I srv          init: Use --ui/--no-ui (or deprecated --webui/--no-webui) to enable/disable
0.00.032.195 I srv    load_model: loading model './models/qwen2.5-1.5b-instruct-q4_k_m.gguf'
0.00.429.013 W load: control-looking token: 128247 '</s>' was not control-type; this is probably a bug in the model. its type will be overridden
0.01.201.173 I srv    load_model: initializing, n_slots = 4, n_ctx_slot = 4096, kv_unified = 'true'
0.01.207.069 I srv  llama_server: model loaded
0.01.207.092 I srv  llama_server: listening on http://127.0.0.1:8081
2.17.571.887 I slot get_availabl: id  3 | task -1 | selected slot by LRU, t_last = -1
420.50.922.805 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, sim_best = 0.700 (> 0.100 thold), f_keep = 0.624
420.50.923.025 I slot launch_slot_: id  3 | task 4642 | processing task, is_child = 0
420.53.006.654 I slot print_timing: id  3 | task 4642 | prompt eval time =     932.77 ms /   313 tokens (    2.98 ms per token,   335.56 tokens per second)
420.53.006.662 I slot print_timing: id  3 | task 4642 |        eval time =    1150.81 ms /    36 tokens (   31.97 ms per token,    31.28 tokens per second)
420.53.006.663 I slot print_timing: id  3 | task 4642 |       total time =    2083.58 ms /   349 tokens
420.53.006.664 I slot print_timing: id  3 | task 4642 |    graphs reused =       4189
420.53.006.710 I slot      release: id  3 | task 4642 | stop processing: n_tokens = 348, truncated = 0
420.53.013.349 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, sim_best = 0.693 (> 0.100 thold), f_keep = 0.629
420.53.013.599 I slot launch_slot_: id  3 | task 4680 | processing task, is_child = 0
420.55.360.287 I slot print_timing: id  3 | task 4680 | prompt eval time =     945.26 ms /   316 tokens (    2.99 ms per token,   334.30 tokens per second)
420.55.360.296 I slot print_timing: id  3 | task 4680 |        eval time =    1401.37 ms /    43 tokens (   32.59 ms per token,    30.68 tokens per second)
420.55.360.297 I slot print_timing: id  3 | task 4680 |       total time =    2346.64 ms /   359 tokens
420.55.360.298 I slot print_timing: id  3 | task 4680 |    graphs reused =       4230
420.55.360.345 I slot      release: id  3 | task 4680 | stop processing: n_tokens = 358, truncated = 0
420.55.390.926 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, sim_best = 0.693 (> 0.100 thold), f_keep = 0.612
420.55.391.194 I slot launch_slot_: id  3 | task 4725 | processing task, is_child = 0
420.57.562.313 I slot print_timing: id  3 | task 4725 | prompt eval time =     943.14 ms /   316 tokens (    2.98 ms per token,   335.05 tokens per second)
420.57.562.320 I slot print_timing: id  3 | task 4725 |        eval time =    1227.92 ms /    38 tokens (   32.31 ms per token,    30.95 tokens per second)
420.57.562.321 I slot print_timing: id  3 | task 4725 |       total time =    2171.07 ms /   354 tokens
420.57.562.322 I slot print_timing: id  3 | task 4725 |    graphs reused =       4266
420.57.562.371 I slot      release: id  3 | task 4725 | stop processing: n_tokens = 353, truncated = 0
420.57.569.204 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, sim_best = 0.682 (> 0.100 thold), f_keep = 0.620
420.57.569.481 I slot launch_slot_: id  3 | task 4765 | processing task, is_child = 0
420.59.641.899 I slot print_timing: id  3 | task 4765 | prompt eval time =     970.53 ms /   321 tokens (    3.02 ms per token,   330.75 tokens per second)
420.59.641.908 I slot print_timing: id  3 | task 4765 |        eval time =    1101.84 ms /    34 tokens (   32.41 ms per token,    30.86 tokens per second)
420.59.641.909 I slot print_timing: id  3 | task 4765 |       total time =    2072.37 ms /   355 tokens
420.59.641.910 I slot print_timing: id  3 | task 4765 |    graphs reused =       4298
420.59.641.958 I slot      release: id  3 | task 4765 | stop processing: n_tokens = 354, truncated = 0
420.59.668.767 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, sim_best = 0.747 (> 0.100 thold), f_keep = 0.619
420.59.669.001 I slot launch_slot_: id  3 | task 4801 | processing task, is_child = 0
421.01.644.083 I slot print_timing: id  3 | task 4801 | prompt eval time =     885.63 ms /   293 tokens (    3.02 ms per token,   330.84 tokens per second)
421.01.644.091 I slot print_timing: id  3 | task 4801 |        eval time =    1089.40 ms /    34 tokens (   32.04 ms per token,    31.21 tokens per second)
421.01.644.092 I slot print_timing: id  3 | task 4801 |       total time =    1975.03 ms /   327 tokens
421.01.644.093 I slot print_timing: id  3 | task 4801 |    graphs reused =       4330
421.01.644.137 I slot      release: id  3 | task 4801 | stop processing: n_tokens = 326, truncated = 0
421.01.664.610 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, sim_best = 0.747 (> 0.100 thold), f_keep = 0.672
421.01.664.873 I slot launch_slot_: id  3 | task 4837 | processing task, is_child = 0
421.03.430.415 I slot print_timing: id  3 | task 4837 | prompt eval time =     875.89 ms /   293 tokens (    2.99 ms per token,   334.52 tokens per second)
421.03.430.423 I slot print_timing: id  3 | task 4837 |        eval time =     889.61 ms /    28 tokens (   31.77 ms per token,    31.47 tokens per second)
421.03.430.424 I slot print_timing: id  3 | task 4837 |       total time =    1765.50 ms /   321 tokens
421.03.430.425 I slot print_timing: id  3 | task 4837 |    graphs reused =       4356
421.03.430.468 I slot      release: id  3 | task 4837 | stop processing: n_tokens = 320, truncated = 0
421.03.450.072 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, sim_best = 0.755 (> 0.100 thold), f_keep = 0.684
421.03.450.318 I slot launch_slot_: id  3 | task 4867 | processing task, is_child = 0
421.05.383.098 I slot print_timing: id  3 | task 4867 | prompt eval time =     875.94 ms /   290 tokens (    3.02 ms per token,   331.07 tokens per second)
421.05.383.109 I slot print_timing: id  3 | task 4867 |        eval time =    1056.79 ms /    33 tokens (   32.02 ms per token,    31.23 tokens per second)
421.05.383.111 I slot print_timing: id  3 | task 4867 |       total time =    1932.73 ms /   323 tokens
421.05.383.112 I slot print_timing: id  3 | task 4867 |    graphs reused =       4387
421.05.383.157 I slot      release: id  3 | task 4867 | stop processing: n_tokens = 322, truncated = 0
421.05.408.943 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, sim_best = 0.777 (> 0.100 thold), f_keep = 0.680
421.05.409.200 I slot launch_slot_: id  3 | task 4902 | processing task, is_child = 0
421.07.047.950 I slot print_timing: id  3 | task 4902 | prompt eval time =     845.78 ms /   282 tokens (    3.00 ms per token,   333.42 tokens per second)
421.07.047.958 I slot print_timing: id  3 | task 4902 |        eval time =     792.93 ms /    25 tokens (   31.72 ms per token,    31.53 tokens per second)
421.07.047.959 I slot print_timing: id  3 | task 4902 |       total time =    1638.71 ms /   307 tokens
421.07.047.960 I slot print_timing: id  3 | task 4902 |    graphs reused =       4410
421.07.048.005 I slot      release: id  3 | task 4902 | stop processing: n_tokens = 306, truncated = 0
426.10.502.790 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, sim_best = 0.678 (> 0.100 thold), f_keep = 0.716
426.10.503.198 I slot launch_slot_: id  3 | task 4929 | processing task, is_child = 0
426.13.019.823 I slot print_timing: id  3 | task 4929 | prompt eval time =    1465.28 ms /   323 tokens (    4.54 ms per token,   220.44 tokens per second)
426.13.019.831 I slot print_timing: id  3 | task 4929 |        eval time =    1051.24 ms /    28 tokens (   37.54 ms per token,    26.64 tokens per second)
426.13.019.833 I slot print_timing: id  3 | task 4929 |       total time =    2516.53 ms /   351 tokens
426.13.019.833 I slot print_timing: id  3 | task 4929 |    graphs reused =       4436
426.13.019.877 I slot      release: id  3 | task 4929 | stop processing: n_tokens = 350, truncated = 0
426.13.047.105 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, sim_best = 0.680 (> 0.100 thold), f_keep = 0.626
426.13.047.277 I slot launch_slot_: id  3 | task 4959 | processing task, is_child = 0
426.16.702.371 I slot print_timing: id  3 | task 4959 | prompt eval time =    1473.03 ms /   322 tokens (    4.57 ms per token,   218.60 tokens per second)
426.16.702.382 I slot print_timing: id  3 | task 4959 |        eval time =    2181.97 ms /    35 tokens (   62.34 ms per token,    16.04 tokens per second)
426.16.702.384 I slot print_timing: id  3 | task 4959 |       total time =    3655.01 ms /   357 tokens
426.16.702.385 I slot print_timing: id  3 | task 4959 |    graphs reused =       4469
426.16.702.464 I slot      release: id  3 | task 4959 | stop processing: n_tokens = 356, truncated = 0
426.16.711.556 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, sim_best = 0.678 (> 0.100 thold), f_keep = 0.615
426.16.712.025 I slot launch_slot_: id  3 | task 4996 | processing task, is_child = 0
426.19.301.678 I slot print_timing: id  3 | task 4996 | prompt eval time =    1472.81 ms /   323 tokens (    4.56 ms per token,   219.31 tokens per second)
426.19.301.688 I slot print_timing: id  3 | task 4996 |        eval time =    1116.74 ms /    30 tokens (   37.22 ms per token,    26.86 tokens per second)
426.19.301.689 I slot print_timing: id  3 | task 4996 |       total time =    2589.55 ms /   353 tokens
426.19.301.690 I slot print_timing: id  3 | task 4996 |    graphs reused =       4497
426.19.301.733 I slot      release: id  3 | task 4996 | stop processing: n_tokens = 352, truncated = 0
426.19.308.434 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, sim_best = 0.680 (> 0.100 thold), f_keep = 0.622
426.19.308.611 I slot launch_slot_: id  3 | task 5028 | processing task, is_child = 0
426.22.837.405 I slot print_timing: id  3 | task 5028 | prompt eval time =    1456.05 ms /   322 tokens (    4.52 ms per token,   221.15 tokens per second)
426.22.837.413 I slot print_timing: id  3 | task 5028 |        eval time =    2072.67 ms /    36 tokens (   57.57 ms per token,    17.37 tokens per second)
426.22.837.414 I slot print_timing: id  3 | task 5028 |       total time =    3528.72 ms /   358 tokens
426.22.837.415 I slot print_timing: id  3 | task 5028 |    graphs reused =       4531
426.22.837.461 I slot      release: id  3 | task 5028 | stop processing: n_tokens = 357, truncated = 0
426.22.848.510 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, sim_best = 0.648 (> 0.100 thold), f_keep = 0.613
426.22.848.871 I slot launch_slot_: id  3 | task 5066 | processing task, is_child = 0
426.25.898.650 I slot print_timing: id  3 | task 5066 | prompt eval time =    1562.55 ms /   338 tokens (    4.62 ms per token,   216.31 tokens per second)
426.25.898.658 I slot print_timing: id  3 | task 5066 |        eval time =    1487.14 ms /    39 tokens (   38.13 ms per token,    26.22 tokens per second)
426.25.898.660 I slot print_timing: id  3 | task 5066 |       total time =    3049.69 ms /   377 tokens
426.25.898.661 I slot print_timing: id  3 | task 5066 |    graphs reused =       4568
426.25.898.712 I slot      release: id  3 | task 5066 | stop processing: n_tokens = 376, truncated = 0
426.25.905.868 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, sim_best = 0.644 (> 0.100 thold), f_keep = 0.582
426.25.906.128 I slot launch_slot_: id  3 | task 5107 | processing task, is_child = 0
426.29.700.914 I slot print_timing: id  3 | task 5107 | prompt eval time =    1507.39 ms /   340 tokens (    4.43 ms per token,   225.56 tokens per second)
426.29.700.924 I slot print_timing: id  3 | task 5107 |        eval time =    2287.30 ms /    37 tokens (   61.82 ms per token,    16.18 tokens per second)
426.29.700.928 I slot print_timing: id  3 | task 5107 |       total time =    3794.69 ms /   377 tokens
426.29.700.935 I slot print_timing: id  3 | task 5107 |    graphs reused =       4603
426.29.701.140 I slot      release: id  3 | task 5107 | stop processing: n_tokens = 376, truncated = 0
426.29.728.623 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, sim_best = 0.644 (> 0.100 thold), f_keep = 0.582
426.29.729.096 I slot launch_slot_: id  3 | task 5146 | processing task, is_child = 0
426.33.086.637 I slot print_timing: id  3 | task 5146 | prompt eval time =    1533.27 ms /   340 tokens (    4.51 ms per token,   221.75 tokens per second)
426.33.086.645 I slot print_timing: id  3 | task 5146 |        eval time =    1824.16 ms /    47 tokens (   38.81 ms per token,    25.77 tokens per second)
426.33.086.647 I slot print_timing: id  3 | task 5146 |       total time =    3357.43 ms /   387 tokens
426.33.086.647 I slot print_timing: id  3 | task 5146 |    graphs reused =       4648
426.33.086.697 I slot      release: id  3 | task 5146 | stop processing: n_tokens = 386, truncated = 0
426.33.105.064 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, sim_best = 0.691 (> 0.100 thold), f_keep = 0.567
426.33.105.371 I slot launch_slot_: id  3 | task 5195 | processing task, is_child = 0
426.36.767.071 I slot print_timing: id  3 | task 5195 | prompt eval time =    1514.12 ms /   317 tokens (    4.78 ms per token,   209.36 tokens per second)
426.36.767.080 I slot print_timing: id  3 | task 5195 |        eval time =    2147.51 ms /    35 tokens (   61.36 ms per token,    16.30 tokens per second)
426.36.767.082 I slot print_timing: id  3 | task 5195 |       total time =    3661.63 ms /   352 tokens
426.36.767.083 I slot print_timing: id  3 | task 5195 |    graphs reused =       4681
426.36.767.126 I slot      release: id  3 | task 5195 | stop processing: n_tokens = 351, truncated = 0
426.36.800.012 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, sim_best = 0.691 (> 0.100 thold), f_keep = 0.624
426.36.800.423 I slot launch_slot_: id  3 | task 5232 | processing task, is_child = 0
426.39.404.429 I slot print_timing: id  3 | task 5232 | prompt eval time =    1496.86 ms /   317 tokens (    4.72 ms per token,   211.78 tokens per second)
426.39.404.438 I slot print_timing: id  3 | task 5232 |        eval time =    1107.03 ms /    29 tokens (   38.17 ms per token,    26.20 tokens per second)
426.39.404.439 I slot print_timing: id  3 | task 5232 |       total time =    2603.90 ms /   346 tokens
426.39.404.440 I slot print_timing: id  3 | task 5232 |    graphs reused =       4708
426.39.404.483 I slot      release: id  3 | task 5232 | stop processing: n_tokens = 345, truncated = 0
426.39.412.468 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, sim_best = 0.735 (> 0.100 thold), f_keep = 0.635
426.39.412.700 I slot launch_slot_: id  3 | task 5263 | processing task, is_child = 0
426.42.945.313 I slot print_timing: id  3 | task 5263 | prompt eval time =    1371.77 ms /   298 tokens (    4.60 ms per token,   217.24 tokens per second)
426.42.945.326 I slot print_timing: id  3 | task 5263 |        eval time =    2160.76 ms /    35 tokens (   61.74 ms per token,    16.20 tokens per second)
426.42.945.327 I slot print_timing: id  3 | task 5263 |       total time =    3532.52 ms /   333 tokens
426.42.945.329 I slot print_timing: id  3 | task 5263 |    graphs reused =       4741
426.42.945.433 I slot      release: id  3 | task 5263 | stop processing: n_tokens = 332, truncated = 0
426.42.971.600 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, sim_best = 0.676 (> 0.100 thold), f_keep = 0.660
426.42.972.197 I slot launch_slot_: id  3 | task 5300 | processing task, is_child = 0
426.46.620.414 I slot print_timing: id  3 | task 5300 | prompt eval time =    1460.01 ms /   324 tokens (    4.51 ms per token,   221.92 tokens per second)
426.46.620.425 I slot print_timing: id  3 | task 5300 |        eval time =    2188.13 ms /    57 tokens (   38.39 ms per token,    26.05 tokens per second)
426.46.620.427 I slot print_timing: id  3 | task 5300 |       total time =    3648.14 ms /   381 tokens
426.46.620.428 I slot print_timing: id  3 | task 5300 |    graphs reused =       4796
426.46.620.481 I slot      release: id  3 | task 5300 | stop processing: n_tokens = 380, truncated = 0
426.46.626.813 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, sim_best = 0.672 (> 0.100 thold), f_keep = 0.576
426.46.626.999 I slot launch_slot_: id  3 | task 5359 | processing task, is_child = 0
426.50.447.319 I slot print_timing: id  3 | task 5359 | prompt eval time =    1545.15 ms /   326 tokens (    4.74 ms per token,   210.98 tokens per second)
426.50.447.347 I slot print_timing: id  3 | task 5359 |        eval time =    2275.06 ms /    37 tokens (   61.49 ms per token,    16.26 tokens per second)
426.50.447.351 I slot print_timing: id  3 | task 5359 |       total time =    3820.21 ms /   363 tokens
426.50.447.354 I slot print_timing: id  3 | task 5359 |    graphs reused =       4831
426.50.447.495 I slot      release: id  3 | task 5359 | stop processing: n_tokens = 362, truncated = 0
426.50.469.865 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, sim_best = 0.689 (> 0.100 thold), f_keep = 0.605
426.50.470.268 I slot launch_slot_: id  3 | task 5398 | processing task, is_child = 0
426.52.944.699 I slot print_timing: id  3 | task 5398 | prompt eval time =    1448.59 ms /   318 tokens (    4.56 ms per token,   219.52 tokens per second)
426.52.944.716 I slot print_timing: id  3 | task 5398 |        eval time =    1025.74 ms /    27 tokens (   37.99 ms per token,    26.32 tokens per second)
426.52.944.718 I slot print_timing: id  3 | task 5398 |       total time =    2474.32 ms /   345 tokens
426.52.944.719 I slot print_timing: id  3 | task 5398 |    graphs reused =       4856
426.52.944.772 I slot      release: id  3 | task 5398 | stop processing: n_tokens = 344, truncated = 0
426.52.951.103 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, sim_best = 0.662 (> 0.100 thold), f_keep = 0.637
426.52.951.424 I slot launch_slot_: id  3 | task 5427 | processing task, is_child = 0
426.56.192.985 I slot print_timing: id  3 | task 5427 | prompt eval time =    1522.93 ms /   331 tokens (    4.60 ms per token,   217.34 tokens per second)
426.56.193.005 I slot print_timing: id  3 | task 5427 |        eval time =    1718.53 ms /    28 tokens (   61.38 ms per token,    16.29 tokens per second)
426.56.193.008 I slot print_timing: id  3 | task 5427 |       total time =    3241.46 ms /   359 tokens
426.56.193.011 I slot print_timing: id  3 | task 5427 |    graphs reused =       4882
426.56.193.158 I slot      release: id  3 | task 5427 | stop processing: n_tokens = 358, truncated = 0
426.56.203.349 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, sim_best = 0.650 (> 0.100 thold), f_keep = 0.612
426.56.203.861 I slot launch_slot_: id  3 | task 5457 | processing task, is_child = 0
426.59.246.761 I slot print_timing: id  3 | task 5457 | prompt eval time =    1561.66 ms /   337 tokens (    4.63 ms per token,   215.80 tokens per second)
426.59.246.771 I slot print_timing: id  3 | task 5457 |        eval time =    1481.14 ms /    29 tokens (   51.07 ms per token,    19.58 tokens per second)
426.59.246.772 I slot print_timing: id  3 | task 5457 |       total time =    3042.80 ms /   366 tokens
426.59.246.773 I slot print_timing: id  3 | task 5457 |    graphs reused =       4909
426.59.246.829 I slot      release: id  3 | task 5457 | stop processing: n_tokens = 365, truncated = 0
426.59.255.564 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, sim_best = 0.658 (> 0.100 thold), f_keep = 0.600
426.59.255.715 I slot launch_slot_: id  3 | task 5488 | processing task, is_child = 0
427.01.865.601 I slot print_timing: id  3 | task 5488 | prompt eval time =    1513.95 ms /   333 tokens (    4.55 ms per token,   219.95 tokens per second)
427.01.865.608 I slot print_timing: id  3 | task 5488 |        eval time =    1095.87 ms /    29 tokens (   37.79 ms per token,    26.46 tokens per second)
427.01.865.610 I slot print_timing: id  3 | task 5488 |       total time =    2609.83 ms /   362 tokens
427.01.865.611 I slot print_timing: id  3 | task 5488 |    graphs reused =       4936
427.01.865.671 I slot      release: id  3 | task 5488 | stop processing: n_tokens = 361, truncated = 0
427.01.887.184 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, sim_best = 0.638 (> 0.100 thold), f_keep = 0.607
427.01.887.332 I slot launch_slot_: id  3 | task 5519 | processing task, is_child = 0
427.06.206.818 I slot print_timing: id  3 | task 5519 | prompt eval time =    1629.23 ms /   343 tokens (    4.75 ms per token,   210.53 tokens per second)
427.06.206.846 I slot print_timing: id  3 | task 5519 |        eval time =    2690.18 ms /    43 tokens (   62.56 ms per token,    15.98 tokens per second)
427.06.206.848 I slot print_timing: id  3 | task 5519 |       total time =    4319.41 ms /   386 tokens
427.06.206.849 I slot print_timing: id  3 | task 5519 |    graphs reused =       4977
427.06.206.991 I slot      release: id  3 | task 5519 | stop processing: n_tokens = 385, truncated = 0
427.06.216.609 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, sim_best = 0.637 (> 0.100 thold), f_keep = 0.569
427.06.216.850 I slot launch_slot_: id  3 | task 5564 | processing task, is_child = 0
427.09.403.367 I slot print_timing: id  3 | task 5564 | prompt eval time =    1598.22 ms /   344 tokens (    4.65 ms per token,   215.24 tokens per second)
427.09.403.375 I slot print_timing: id  3 | task 5564 |        eval time =    1588.19 ms /    42 tokens (   37.81 ms per token,    26.45 tokens per second)
427.09.403.376 I slot print_timing: id  3 | task 5564 |       total time =    3186.41 ms /   386 tokens
427.09.403.377 I slot print_timing: id  3 | task 5564 |    graphs reused =       5017
427.09.403.430 I slot      release: id  3 | task 5564 | stop processing: n_tokens = 385, truncated = 0
427.09.412.352 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, sim_best = 0.640 (> 0.100 thold), f_keep = 0.569
427.09.412.509 I slot launch_slot_: id  3 | task 5608 | processing task, is_child = 0
427.13.521.601 I slot print_timing: id  3 | task 5608 | prompt eval time =    1567.56 ms /   342 tokens (    4.58 ms per token,   218.17 tokens per second)
427.13.521.613 I slot print_timing: id  3 | task 5608 |        eval time =    2541.43 ms /    40 tokens (   63.54 ms per token,    15.74 tokens per second)
427.13.521.615 I slot print_timing: id  3 | task 5608 |       total time =    4108.98 ms /   382 tokens
427.13.521.617 I slot print_timing: id  3 | task 5608 |    graphs reused =       5055
427.13.521.745 I slot      release: id  3 | task 5608 | stop processing: n_tokens = 381, truncated = 0
427.13.543.740 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, sim_best = 0.640 (> 0.100 thold), f_keep = 0.575
427.13.543.961 I slot launch_slot_: id  3 | task 5650 | processing task, is_child = 0
427.16.653.753 I slot print_timing: id  3 | task 5650 | prompt eval time =    1587.41 ms /   342 tokens (    4.64 ms per token,   215.45 tokens per second)
427.16.653.762 I slot print_timing: id  3 | task 5650 |        eval time =    1522.29 ms /    40 tokens (   38.06 ms per token,    26.28 tokens per second)
427.16.653.763 I slot print_timing: id  3 | task 5650 |       total time =    3109.70 ms /   382 tokens
427.16.653.764 I slot print_timing: id  3 | task 5650 |    graphs reused =       5093
427.16.653.827 I slot      release: id  3 | task 5650 | stop processing: n_tokens = 381, truncated = 0
427.16.662.202 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, sim_best = 0.709 (> 0.100 thold), f_keep = 0.583
427.16.662.355 I slot launch_slot_: id  3 | task 5692 | processing task, is_child = 0
427.20.338.865 I slot print_timing: id  3 | task 5692 | prompt eval time =    1412.46 ms /   313 tokens (    4.51 ms per token,   221.60 tokens per second)
427.20.338.874 I slot print_timing: id  3 | task 5692 |        eval time =    2263.98 ms /    37 tokens (   61.19 ms per token,    16.34 tokens per second)
427.20.338.876 I slot print_timing: id  3 | task 5692 |       total time =    3676.44 ms /   350 tokens
427.20.338.878 I slot print_timing: id  3 | task 5692 |    graphs reused =       5128
427.20.338.999 I slot      release: id  3 | task 5692 | stop processing: n_tokens = 349, truncated = 0
427.20.366.603 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, sim_best = 0.691 (> 0.100 thold), f_keep = 0.628
427.20.366.782 I slot launch_slot_: id  3 | task 5731 | processing task, is_child = 0
427.23.335.512 I slot print_timing: id  3 | task 5731 | prompt eval time =    1478.90 ms /   317 tokens (    4.67 ms per token,   214.35 tokens per second)
427.23.335.521 I slot print_timing: id  3 | task 5731 |        eval time =    1489.75 ms /    35 tokens (   42.56 ms per token,    23.49 tokens per second)
427.23.335.523 I slot print_timing: id  3 | task 5731 |       total time =    2968.65 ms /   352 tokens
427.23.335.524 I slot print_timing: id  3 | task 5731 |    graphs reused =       5161
427.23.335.586 I slot      release: id  3 | task 5731 | stop processing: n_tokens = 351, truncated = 0
427.23.344.461 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, sim_best = 0.620 (> 0.100 thold), f_keep = 0.624
427.23.344.603 I slot launch_slot_: id  3 | task 5768 | processing task, is_child = 0
427.26.888.549 I slot print_timing: id  3 | task 5768 | prompt eval time =    1582.97 ms /   353 tokens (    4.48 ms per token,   223.00 tokens per second)
427.26.888.562 I slot print_timing: id  3 | task 5768 |        eval time =    1960.90 ms /    40 tokens (   49.02 ms per token,    20.40 tokens per second)
427.26.888.563 I slot print_timing: id  3 | task 5768 |       total time =    3543.86 ms /   393 tokens
427.26.888.565 I slot print_timing: id  3 | task 5768 |    graphs reused =       5199
427.26.888.720 I slot      release: id  3 | task 5768 | stop processing: n_tokens = 392, truncated = 0
427.26.899.603 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, sim_best = 0.637 (> 0.100 thold), f_keep = 0.569
427.26.899.948 I slot launch_slot_: id  3 | task 5810 | processing task, is_child = 0
427.30.397.339 I slot print_timing: id  3 | task 5810 | prompt eval time =    1606.46 ms /   350 tokens (    4.59 ms per token,   217.87 tokens per second)
427.30.397.349 I slot print_timing: id  3 | task 5810 |        eval time =    1890.87 ms /    36 tokens (   52.52 ms per token,    19.04 tokens per second)
427.30.397.350 I slot print_timing: id  3 | task 5810 |       total time =    3497.32 ms /   386 tokens
427.30.397.351 I slot print_timing: id  3 | task 5810 |    graphs reused =       5233
427.30.397.399 I slot      release: id  3 | task 5810 | stop processing: n_tokens = 385, truncated = 0
427.30.404.489 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, sim_best = 0.716 (> 0.100 thold), f_keep = 0.569
427.30.404.615 I slot launch_slot_: id  3 | task 5848 | processing task, is_child = 0
427.32.927.812 I slot print_timing: id  3 | task 5848 | prompt eval time =    1420.89 ms /   306 tokens (    4.64 ms per token,   215.36 tokens per second)
427.32.927.822 I slot print_timing: id  3 | task 5848 |        eval time =    1102.25 ms /    29 tokens (   38.01 ms per token,    26.31 tokens per second)
427.32.927.823 I slot print_timing: id  3 | task 5848 |       total time =    2523.14 ms /   335 tokens
427.32.927.824 I slot print_timing: id  3 | task 5848 |    graphs reused =       5260
427.32.927.875 I slot      release: id  3 | task 5848 | stop processing: n_tokens = 334, truncated = 0
427.32.947.162 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, sim_best = 0.713 (> 0.100 thold), f_keep = 0.656
427.32.947.288 I slot launch_slot_: id  3 | task 5879 | processing task, is_child = 0
427.36.441.677 I slot print_timing: id  3 | task 5879 | prompt eval time =    1408.31 ms /   307 tokens (    4.59 ms per token,   217.99 tokens per second)
427.36.441.696 I slot print_timing: id  3 | task 5879 |        eval time =    2086.00 ms /    34 tokens (   61.35 ms per token,    16.30 tokens per second)
427.36.441.699 I slot print_timing: id  3 | task 5879 |       total time =    3494.31 ms /   341 tokens
427.36.441.701 I slot print_timing: id  3 | task 5879 |    graphs reused =       5292
427.36.441.848 I slot      release: id  3 | task 5879 | stop processing: n_tokens = 340, truncated = 0
427.36.450.767 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, sim_best = 0.648 (> 0.100 thold), f_keep = 0.644
427.36.451.035 I slot launch_slot_: id  3 | task 5915 | processing task, is_child = 0
427.39.502.507 I slot print_timing: id  3 | task 5915 | prompt eval time =    1553.33 ms /   338 tokens (    4.60 ms per token,   217.60 tokens per second)
427.39.502.515 I slot print_timing: id  3 | task 5915 |        eval time =    1498.00 ms /    39 tokens (   38.41 ms per token,    26.03 tokens per second)
427.39.502.517 I slot print_timing: id  3 | task 5915 |       total time =    3051.33 ms /   377 tokens
427.39.502.538 I slot print_timing: id  3 | task 5915 |    graphs reused =       5329
427.39.502.620 I slot      release: id  3 | task 5915 | stop processing: n_tokens = 376, truncated = 0
427.39.522.780 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, sim_best = 0.648 (> 0.100 thold), f_keep = 0.582
427.39.523.020 I slot launch_slot_: id  3 | task 5956 | processing task, is_child = 0
427.44.399.931 I slot print_timing: id  3 | task 5956 | prompt eval time =    1512.90 ms /   338 tokens (    4.48 ms per token,   223.41 tokens per second)
427.44.399.940 I slot print_timing: id  3 | task 5956 |        eval time =    3363.93 ms /    54 tokens (   62.30 ms per token,    16.05 tokens per second)
