0.00.020.202 I cmn  common_param: common_params_print_info: verbosity = 3 (adjust with the `-lv N` CLI arg)
0.00.020.319 I srv          init: The UI is disabled
0.00.020.320 I srv          init: Use --ui/--no-ui (or deprecated --webui/--no-webui) to enable/disable
0.00.025.498 I srv    load_model: loading model './models/llama-3.2-3b-instruct-q4_k_m.gguf'
0.02.688.955 I srv    load_model: initializing, n_slots = 4, n_ctx_slot = 4096, kv_unified = 'true'
0.02.695.310 I srv  llama_server: model loaded
0.02.695.319 I srv  llama_server: listening on http://127.0.0.1:8082
2.31.893.319 I slot get_availabl: id  3 | task -1 | selected slot by LRU, t_last = -1
429.15.804.472 I slot get_availabl: id  2 | task -1 | selected slot by LCP similarity, sim_best = 0.703 (> 0.100 thold), f_keep = 0.644
429.15.804.881 I slot launch_slot_: id  2 | task 4851 | processing task, is_child = 0
429.24.686.065 I slot print_timing: id  2 | task 4851 | prompt eval time =    3195.66 ms /   343 tokens (    9.32 ms per token,   107.33 tokens per second)
429.24.686.077 I slot print_timing: id  2 | task 4851 |        eval time =    5685.41 ms /    58 tokens (   98.02 ms per token,    10.20 tokens per second)
429.24.686.083 I slot print_timing: id  2 | task 4851 |       total time =    8881.07 ms /   401 tokens
429.24.686.084 I slot print_timing: id  2 | task 4851 |    graphs reused =       4440
429.24.686.162 I slot      release: id  2 | task 4851 | stop processing: n_tokens = 400, truncated = 0
429.24.693.827 I slot get_availabl: id  2 | task -1 | selected slot by LCP similarity, sim_best = 0.765 (> 0.100 thold), f_keep = 0.603
429.24.694.355 I slot launch_slot_: id  2 | task 4911 | processing task, is_child = 0
429.30.924.916 I slot print_timing: id  2 | task 4911 | prompt eval time =    2924.21 ms /   315 tokens (    9.28 ms per token,   107.72 tokens per second)
429.30.924.926 I slot print_timing: id  2 | task 4911 |        eval time =    3306.26 ms /    36 tokens (   91.84 ms per token,    10.89 tokens per second)
429.30.924.927 I slot print_timing: id  2 | task 4911 |       total time =    6230.47 ms /   351 tokens
429.30.924.929 I slot print_timing: id  2 | task 4911 |    graphs reused =       4474
429.30.925.012 I slot      release: id  2 | task 4911 | stop processing: n_tokens = 350, truncated = 0
429.30.956.133 I slot get_availabl: id  2 | task -1 | selected slot by LCP similarity, sim_best = 0.768 (> 0.100 thold), f_keep = 0.689
429.30.956.818 I slot launch_slot_: id  2 | task 4949 | processing task, is_child = 0
429.36.261.914 I slot print_timing: id  2 | task 4949 | prompt eval time =    2935.30 ms /   314 tokens (    9.35 ms per token,   106.97 tokens per second)
429.36.261.928 I slot print_timing: id  2 | task 4949 |        eval time =    2369.68 ms /    27 tokens (   87.77 ms per token,    11.39 tokens per second)
429.36.261.930 I slot print_timing: id  2 | task 4949 |       total time =    5304.97 ms /   341 tokens
429.36.261.931 I slot print_timing: id  2 | task 4949 |    graphs reused =       4499
429.36.262.015 I slot      release: id  2 | task 4949 | stop processing: n_tokens = 340, truncated = 0
429.36.271.705 I slot get_availabl: id  2 | task -1 | selected slot by LCP similarity, sim_best = 0.772 (> 0.100 thold), f_keep = 0.709
429.36.272.083 I slot launch_slot_: id  2 | task 4978 | processing task, is_child = 0
429.43.040.199 I slot print_timing: id  2 | task 4978 | prompt eval time =    2891.79 ms /   312 tokens (    9.27 ms per token,   107.89 tokens per second)
429.43.040.218 I slot print_timing: id  2 | task 4978 |        eval time =    3876.22 ms /    40 tokens (   96.91 ms per token,    10.32 tokens per second)
429.43.040.220 I slot print_timing: id  2 | task 4978 |       total time =    6768.01 ms /   352 tokens
429.43.040.222 I slot print_timing: id  2 | task 4978 |    graphs reused =       4537
429.43.040.388 I slot      release: id  2 | task 4978 | stop processing: n_tokens = 351, truncated = 0
429.43.049.830 I slot get_availabl: id  2 | task -1 | selected slot by LCP similarity, sim_best = 0.793 (> 0.100 thold), f_keep = 0.687
429.43.050.268 I slot launch_slot_: id  2 | task 5020 | processing task, is_child = 0
429.48.192.207 I slot print_timing: id  2 | task 5020 | prompt eval time =    2742.02 ms /   304 tokens (    9.02 ms per token,   110.87 tokens per second)
429.48.192.215 I slot print_timing: id  2 | task 5020 |        eval time =    2399.84 ms /    27 tokens (   88.88 ms per token,    11.25 tokens per second)
429.48.192.217 I slot print_timing: id  2 | task 5020 |       total time =    5141.86 ms /   331 tokens
429.48.192.218 I slot print_timing: id  2 | task 5020 |    graphs reused =       4562
429.48.192.274 I slot      release: id  2 | task 5020 | stop processing: n_tokens = 330, truncated = 0
430.07.528.996 I slot get_availabl: id  2 | task -1 | selected slot by LCP similarity, sim_best = 0.699 (> 0.100 thold), f_keep = 0.730
430.07.529.143 I slot launch_slot_: id  2 | task 5049 | processing task, is_child = 0
430.13.426.069 I slot print_timing: id  2 | task 5049 | prompt eval time =    3117.16 ms /   345 tokens (    9.04 ms per token,   110.68 tokens per second)
430.13.426.082 I slot print_timing: id  2 | task 5049 |        eval time =    2779.66 ms /    36 tokens (   77.21 ms per token,    12.95 tokens per second)
430.13.426.084 I slot print_timing: id  2 | task 5049 |       total time =    5896.82 ms /   381 tokens
430.13.426.085 I slot print_timing: id  2 | task 5049 |    graphs reused =       4596
430.13.426.189 I slot      release: id  2 | task 5049 | stop processing: n_tokens = 380, truncated = 0
430.13.438.964 I slot get_availabl: id  2 | task -1 | selected slot by LCP similarity, sim_best = 0.701 (> 0.100 thold), f_keep = 0.634
430.13.439.298 I slot launch_slot_: id  2 | task 5087 | processing task, is_child = 0
430.20.471.642 I slot print_timing: id  2 | task 5087 | prompt eval time =    3033.39 ms /   344 tokens (    8.82 ms per token,   113.40 tokens per second)
430.20.471.657 I slot print_timing: id  2 | task 5087 |        eval time =    3998.83 ms /    43 tokens (   93.00 ms per token,    10.75 tokens per second)
430.20.471.659 I slot print_timing: id  2 | task 5087 |       total time =    7032.22 ms /   387 tokens
430.20.471.661 I slot print_timing: id  2 | task 5087 |    graphs reused =       4637
430.20.471.764 I slot      release: id  2 | task 5087 | stop processing: n_tokens = 386, truncated = 0
430.20.483.394 I slot get_availabl: id  2 | task -1 | selected slot by LCP similarity, sim_best = 0.699 (> 0.100 thold), f_keep = 0.624
430.20.483.812 I slot launch_slot_: id  2 | task 5132 | processing task, is_child = 0
430.27.570.914 I slot print_timing: id  2 | task 5132 | prompt eval time =    3105.38 ms /   345 tokens (    9.00 ms per token,   111.10 tokens per second)
430.27.570.930 I slot print_timing: id  2 | task 5132 |        eval time =    3981.53 ms /    37 tokens (  107.61 ms per token,     9.29 tokens per second)
430.27.570.932 I slot print_timing: id  2 | task 5132 |       total time =    7086.91 ms /   382 tokens
430.27.570.934 I slot print_timing: id  2 | task 5132 |    graphs reused =       4672
430.27.571.078 I slot      release: id  2 | task 5132 | stop processing: n_tokens = 381, truncated = 0
430.27.599.382 I slot get_availabl: id  2 | task -1 | selected slot by LCP similarity, sim_best = 0.701 (> 0.100 thold), f_keep = 0.633
430.27.599.794 I slot launch_slot_: id  2 | task 5171 | processing task, is_child = 0
430.34.689.114 I slot print_timing: id  2 | task 5171 | prompt eval time =    3031.79 ms /   344 tokens (    8.81 ms per token,   113.46 tokens per second)
430.34.689.123 I slot print_timing: id  2 | task 5171 |        eval time =    4057.42 ms /    36 tokens (  112.71 ms per token,     8.87 tokens per second)
430.34.689.124 I slot print_timing: id  2 | task 5171 |       total time =    7089.20 ms /   380 tokens
430.34.689.125 I slot print_timing: id  2 | task 5171 |    graphs reused =       4706
430.34.689.179 I slot      release: id  2 | task 5171 | stop processing: n_tokens = 379, truncated = 0
430.34.715.162 I slot get_availabl: id  2 | task -1 | selected slot by LCP similarity, sim_best = 0.669 (> 0.100 thold), f_keep = 0.636
430.34.715.401 I slot launch_slot_: id  2 | task 5209 | processing task, is_child = 0
430.42.173.711 I slot print_timing: id  2 | task 5209 | prompt eval time =    3193.18 ms /   360 tokens (    8.87 ms per token,   112.74 tokens per second)
430.42.173.721 I slot print_timing: id  2 | task 5209 |        eval time =    4265.03 ms /    45 tokens (   94.78 ms per token,    10.55 tokens per second)
430.42.173.723 I slot print_timing: id  2 | task 5209 |       total time =    7458.21 ms /   405 tokens
430.42.173.724 I slot print_timing: id  2 | task 5209 |    graphs reused =       4749
430.42.173.798 I slot      release: id  2 | task 5209 | stop processing: n_tokens = 404, truncated = 0
430.42.194.831 I slot get_availabl: id  2 | task -1 | selected slot by LCP similarity, sim_best = 0.666 (> 0.100 thold), f_keep = 0.597
430.42.195.031 I slot launch_slot_: id  2 | task 5256 | processing task, is_child = 0
430.49.252.601 I slot print_timing: id  2 | task 5256 | prompt eval time =    3261.85 ms /   362 tokens (    9.01 ms per token,   110.98 tokens per second)
430.49.252.619 I slot print_timing: id  2 | task 5256 |        eval time =    3795.59 ms /    43 tokens (   88.27 ms per token,    11.33 tokens per second)
430.49.252.620 I slot print_timing: id  2 | task 5256 |       total time =    7057.44 ms /   405 tokens
430.49.252.622 I slot print_timing: id  2 | task 5256 |    graphs reused =       4790
430.49.252.736 I slot      release: id  2 | task 5256 | stop processing: n_tokens = 404, truncated = 0
430.49.264.369 I slot get_availabl: id  2 | task -1 | selected slot by LCP similarity, sim_best = 0.666 (> 0.100 thold), f_keep = 0.597
430.49.264.721 I slot launch_slot_: id  2 | task 5301 | processing task, is_child = 0
430.57.173.856 I slot print_timing: id  2 | task 5301 | prompt eval time =    3241.08 ms /   362 tokens (    8.95 ms per token,   111.69 tokens per second)
430.57.173.869 I slot print_timing: id  2 | task 5301 |        eval time =    4667.93 ms /    45 tokens (  103.73 ms per token,     9.64 tokens per second)
430.57.173.870 I slot print_timing: id  2 | task 5301 |       total time =    7909.01 ms /   407 tokens
430.57.173.872 I slot print_timing: id  2 | task 5301 |    graphs reused =       4833
430.57.173.931 I slot      release: id  2 | task 5301 | stop processing: n_tokens = 406, truncated = 0
430.57.198.073 I slot get_availabl: id  2 | task -1 | selected slot by LCP similarity, sim_best = 0.711 (> 0.100 thold), f_keep = 0.594
430.57.198.380 I slot launch_slot_: id  2 | task 5348 | processing task, is_child = 0
431.04.251.870 I slot print_timing: id  2 | task 5348 | prompt eval time =    2997.90 ms /   339 tokens (    8.84 ms per token,   113.08 tokens per second)
431.04.251.879 I slot print_timing: id  2 | task 5348 |        eval time =    4055.48 ms /    36 tokens (  112.65 ms per token,     8.88 tokens per second)
431.04.251.881 I slot print_timing: id  2 | task 5348 |       total time =    7053.39 ms /   375 tokens
431.04.251.881 I slot print_timing: id  2 | task 5348 |    graphs reused =       4867
431.04.251.944 I slot      release: id  2 | task 5348 | stop processing: n_tokens = 374, truncated = 0
431.04.275.161 I slot get_availabl: id  2 | task -1 | selected slot by LCP similarity, sim_best = 0.711 (> 0.100 thold), f_keep = 0.644
431.04.275.366 I slot launch_slot_: id  2 | task 5386 | processing task, is_child = 0
431.10.588.758 I slot print_timing: id  2 | task 5386 | prompt eval time =    3029.68 ms /   339 tokens (    8.94 ms per token,   111.89 tokens per second)
431.10.588.768 I slot print_timing: id  2 | task 5386 |        eval time =    3283.62 ms /    30 tokens (  109.45 ms per token,     9.14 tokens per second)
431.10.588.769 I slot print_timing: id  2 | task 5386 |       total time =    6313.31 ms /   369 tokens
431.10.588.771 I slot print_timing: id  2 | task 5386 |    graphs reused =       4895
431.10.588.840 I slot      release: id  2 | task 5386 | stop processing: n_tokens = 368, truncated = 0
431.10.613.140 I slot get_availabl: id  2 | task -1 | selected slot by LCP similarity, sim_best = 0.753 (> 0.100 thold), f_keep = 0.655
431.10.613.336 I slot launch_slot_: id  2 | task 5418 | processing task, is_child = 0
431.16.895.038 I slot print_timing: id  2 | task 5418 | prompt eval time =    2880.65 ms /   320 tokens (    9.00 ms per token,   111.09 tokens per second)
431.16.895.055 I slot print_timing: id  2 | task 5418 |        eval time =    3400.94 ms /    30 tokens (  113.36 ms per token,     8.82 tokens per second)
431.16.895.058 I slot print_timing: id  2 | task 5418 |       total time =    6281.59 ms /   350 tokens
431.16.895.060 I slot print_timing: id  2 | task 5418 |    graphs reused =       4923
431.16.895.215 I slot      release: id  2 | task 5418 | stop processing: n_tokens = 349, truncated = 0
431.16.905.286 I slot get_availabl: id  2 | task -1 | selected slot by LCP similarity, sim_best = 0.699 (> 0.100 thold), f_keep = 0.691
431.16.905.666 I slot launch_slot_: id  2 | task 5450 | processing task, is_child = 0
431.24.606.528 I slot print_timing: id  2 | task 5450 | prompt eval time =    3070.42 ms /   345 tokens (    8.90 ms per token,   112.36 tokens per second)
431.24.606.536 I slot print_timing: id  2 | task 5450 |        eval time =    4630.30 ms /    42 tokens (  110.25 ms per token,     9.07 tokens per second)
431.24.606.537 I slot print_timing: id  2 | task 5450 |       total time =    7700.73 ms /   387 tokens
431.24.606.539 I slot print_timing: id  2 | task 5450 |    graphs reused =       4963
431.24.606.590 I slot      release: id  2 | task 5450 | stop processing: n_tokens = 386, truncated = 0
431.24.613.162 I slot get_availabl: id  2 | task -1 | selected slot by LCP similarity, sim_best = 0.697 (> 0.100 thold), f_keep = 0.624
431.24.613.356 I slot launch_slot_: id  2 | task 5494 | processing task, is_child = 0
431.31.606.391 I slot print_timing: id  2 | task 5494 | prompt eval time =    3062.60 ms /   346 tokens (    8.85 ms per token,   112.98 tokens per second)
431.31.606.402 I slot print_timing: id  2 | task 5494 |        eval time =    3930.32 ms /    35 tokens (  112.29 ms per token,     8.91 tokens per second)
431.31.606.404 I slot print_timing: id  2 | task 5494 |       total time =    6992.92 ms /   381 tokens
431.31.606.406 I slot print_timing: id  2 | task 5494 |    graphs reused =       4996
431.31.606.525 I slot      release: id  2 | task 5494 | stop processing: n_tokens = 380, truncated = 0
431.31.617.636 I slot get_availabl: id  2 | task -1 | selected slot by LCP similarity, sim_best = 0.709 (> 0.100 thold), f_keep = 0.634
431.31.618.157 I slot launch_slot_: id  2 | task 5531 | processing task, is_child = 0
431.38.483.954 I slot print_timing: id  2 | task 5531 | prompt eval time =    3031.03 ms /   340 tokens (    8.91 ms per token,   112.17 tokens per second)
431.38.483.969 I slot print_timing: id  2 | task 5531 |        eval time =    3834.62 ms /    34 tokens (  112.78 ms per token,     8.87 tokens per second)
431.38.483.971 I slot print_timing: id  2 | task 5531 |       total time =    6865.65 ms /   374 tokens
431.38.483.972 I slot print_timing: id  2 | task 5531 |    graphs reused =       5028
431.38.484.108 I slot      release: id  2 | task 5531 | stop processing: n_tokens = 373, truncated = 0
431.38.506.624 I slot get_availabl: id  2 | task -1 | selected slot by LCP similarity, sim_best = 0.683 (> 0.100 thold), f_keep = 0.646
431.38.507.085 I slot launch_slot_: id  2 | task 5567 | processing task, is_child = 0
431.47.190.587 I slot print_timing: id  2 | task 5567 | prompt eval time =    3086.64 ms /   353 tokens (    8.74 ms per token,   114.36 tokens per second)
431.47.190.598 I slot print_timing: id  2 | task 5567 |        eval time =    5596.72 ms /    50 tokens (  111.93 ms per token,     8.93 tokens per second)
431.47.190.599 I slot print_timing: id  2 | task 5567 |       total time =    8683.37 ms /   403 tokens
431.47.190.600 I slot print_timing: id  2 | task 5567 |    graphs reused =       5076
431.47.190.673 I slot      release: id  2 | task 5567 | stop processing: n_tokens = 402, truncated = 0
431.47.199.422 I slot get_availabl: id  2 | task -1 | selected slot by LCP similarity, sim_best = 0.671 (> 0.100 thold), f_keep = 0.600
431.47.199.671 I slot launch_slot_: id  2 | task 5619 | processing task, is_child = 0
431.55.966.983 I slot print_timing: id  2 | task 5619 | prompt eval time =    3170.78 ms /   359 tokens (    8.83 ms per token,   113.22 tokens per second)
431.55.966.994 I slot print_timing: id  2 | task 5619 |        eval time =    5596.44 ms /    57 tokens (   98.18 ms per token,    10.19 tokens per second)
431.55.966.995 I slot print_timing: id  2 | task 5619 |       total time =    8767.22 ms /   416 tokens
431.55.966.996 I slot print_timing: id  2 | task 5619 |    graphs reused =       5131
431.55.967.052 I slot      release: id  2 | task 5619 | stop processing: n_tokens = 415, truncated = 0
431.55.973.808 I slot get_availabl: id  2 | task -1 | selected slot by LCP similarity, sim_best = 0.679 (> 0.100 thold), f_keep = 0.581
431.55.974.126 I slot launch_slot_: id  2 | task 5678 | processing task, is_child = 0
432.02.470.936 I slot print_timing: id  2 | task 5678 | prompt eval time =    3217.71 ms /   355 tokens (    9.06 ms per token,   110.33 tokens per second)
432.02.470.957 I slot print_timing: id  2 | task 5678 |        eval time =    3278.99 ms /    36 tokens (   91.08 ms per token,    10.98 tokens per second)
432.02.470.959 I slot print_timing: id  2 | task 5678 |       total time =    6496.70 ms /   391 tokens
432.02.470.961 I slot print_timing: id  2 | task 5678 |    graphs reused =       5165
432.02.471.114 I slot      release: id  2 | task 5678 | stop processing: n_tokens = 390, truncated = 0
432.02.477.849 I slot get_availabl: id  2 | task -1 | selected slot by LCP similarity, sim_best = 0.660 (> 0.100 thold), f_keep = 0.618
432.02.478.146 I slot launch_slot_: id  2 | task 5716 | processing task, is_child = 0
432.09.919.845 I slot print_timing: id  2 | task 5716 | prompt eval time =    3259.83 ms /   365 tokens (    8.93 ms per token,   111.97 tokens per second)
432.09.919.852 I slot print_timing: id  2 | task 5716 |        eval time =    4181.78 ms /    43 tokens (   97.25 ms per token,    10.28 tokens per second)
432.09.919.854 I slot print_timing: id  2 | task 5716 |       total time =    7441.61 ms /   408 tokens
432.09.919.854 I slot print_timing: id  2 | task 5716 |    graphs reused =       5206
432.09.919.941 I slot      release: id  2 | task 5716 | stop processing: n_tokens = 407, truncated = 0
432.09.952.918 I slot get_availabl: id  2 | task -1 | selected slot by LCP similarity, sim_best = 0.658 (> 0.100 thold), f_keep = 0.592
432.09.953.267 I slot launch_slot_: id  2 | task 5761 | processing task, is_child = 0
432.17.654.706 I slot print_timing: id  2 | task 5761 | prompt eval time =    3248.97 ms /   366 tokens (    8.88 ms per token,   112.65 tokens per second)
432.17.654.729 I slot print_timing: id  2 | task 5761 |        eval time =    4452.30 ms /    42 tokens (  106.01 ms per token,     9.43 tokens per second)
432.17.654.732 I slot print_timing: id  2 | task 5761 |       total time =    7701.27 ms /   408 tokens
432.17.654.734 I slot print_timing: id  2 | task 5761 |    graphs reused =       5246
432.17.654.902 I slot      release: id  2 | task 5761 | stop processing: n_tokens = 407, truncated = 0
432.17.667.155 I slot get_availabl: id  2 | task -1 | selected slot by LCP similarity, sim_best = 0.662 (> 0.100 thold), f_keep = 0.592
432.17.667.507 I slot launch_slot_: id  2 | task 5805 | processing task, is_child = 0
432.25.029.193 I slot print_timing: id  2 | task 5805 | prompt eval time =    3266.77 ms /   364 tokens (    8.97 ms per token,   111.42 tokens per second)
432.25.029.202 I slot print_timing: id  2 | task 5805 |        eval time =    4094.81 ms /    43 tokens (   95.23 ms per token,    10.50 tokens per second)
432.25.029.204 I slot print_timing: id  2 | task 5805 |       total time =    7361.58 ms /   407 tokens
432.25.029.205 I slot print_timing: id  2 | task 5805 |    graphs reused =       5287
432.25.029.283 I slot      release: id  2 | task 5805 | stop processing: n_tokens = 406, truncated = 0
432.25.053.555 I slot get_availabl: id  2 | task -1 | selected slot by LCP similarity, sim_best = 0.662 (> 0.100 thold), f_keep = 0.594
432.25.053.779 I slot launch_slot_: id  2 | task 5850 | processing task, is_child = 0
432.32.166.430 I slot print_timing: id  2 | task 5850 | prompt eval time =    3261.67 ms /   364 tokens (    8.96 ms per token,   111.60 tokens per second)
432.32.166.440 I slot print_timing: id  2 | task 5850 |        eval time =    3850.90 ms /    44 tokens (   87.52 ms per token,    11.43 tokens per second)
432.32.166.441 I slot print_timing: id  2 | task 5850 |       total time =    7112.57 ms /   408 tokens
432.32.166.442 I slot print_timing: id  2 | task 5850 |    graphs reused =       5329
432.32.166.543 I slot      release: id  2 | task 5850 | stop processing: n_tokens = 407, truncated = 0
432.32.175.273 I slot get_availabl: id  2 | task -1 | selected slot by LCP similarity, sim_best = 0.728 (> 0.100 thold), f_keep = 0.600
432.32.175.561 I slot launch_slot_: id  2 | task 5896 | processing task, is_child = 0
432.37.878.604 I slot print_timing: id  2 | task 5896 | prompt eval time =    3021.44 ms /   335 tokens (    9.02 ms per token,   110.87 tokens per second)
432.37.878.614 I slot print_timing: id  2 | task 5896 |        eval time =    2681.48 ms /    35 tokens (   76.61 ms per token,    13.05 tokens per second)
432.37.878.616 I slot print_timing: id  2 | task 5896 |       total time =    5702.92 ms /   370 tokens
432.37.878.617 I slot print_timing: id  2 | task 5896 |    graphs reused =       5362
432.37.878.743 I slot      release: id  2 | task 5896 | stop processing: n_tokens = 369, truncated = 0
432.37.886.891 I slot get_availabl: id  2 | task -1 | selected slot by LCP similarity, sim_best = 0.711 (> 0.100 thold), f_keep = 0.653
432.37.887.264 I slot launch_slot_: id  2 | task 5933 | processing task, is_child = 0
432.43.976.547 I slot print_timing: id  2 | task 5933 | prompt eval time =    3118.46 ms /   339 tokens (    9.20 ms per token,   108.71 tokens per second)
432.43.976.555 I slot print_timing: id  2 | task 5933 |        eval time =    2970.70 ms /    34 tokens (   87.37 ms per token,    11.45 tokens per second)
432.43.976.556 I slot print_timing: id  2 | task 5933 |       total time =    6089.16 ms /   373 tokens
432.43.976.557 I slot print_timing: id  2 | task 5933 |    graphs reused =       5394
432.43.976.606 I slot      release: id  2 | task 5933 | stop processing: n_tokens = 372, truncated = 0
432.44.004.915 I slot get_availabl: id  2 | task -1 | selected slot by LCP similarity, sim_best = 0.643 (> 0.100 thold), f_keep = 0.648
432.44.005.225 I slot launch_slot_: id  2 | task 5969 | processing task, is_child = 0
432.51.094.856 I slot print_timing: id  2 | task 5969 | prompt eval time =    3379.27 ms /   375 tokens (    9.01 ms per token,   110.97 tokens per second)
432.51.094.868 I slot print_timing: id  2 | task 5969 |        eval time =    3710.25 ms /    40 tokens (   92.76 ms per token,    10.78 tokens per second)
432.51.094.869 I slot print_timing: id  2 | task 5969 |       total time =    7089.52 ms /   415 tokens
432.51.094.871 I slot print_timing: id  2 | task 5969 |    graphs reused =       5432
432.51.094.982 I slot      release: id  2 | task 5969 | stop processing: n_tokens = 414, truncated = 0
432.51.104.212 I slot get_availabl: id  2 | task -1 | selected slot by LCP similarity, sim_best = 0.659 (> 0.100 thold), f_keep = 0.592
432.51.104.952 I slot launch_slot_: id  2 | task 6011 | processing task, is_child = 0
432.59.409.590 I slot print_timing: id  2 | task 6011 | prompt eval time =    3320.42 ms /   372 tokens (    8.93 ms per token,   112.03 tokens per second)
432.59.409.608 I slot print_timing: id  2 | task 6011 |        eval time =    4984.06 ms /    50 tokens (   99.68 ms per token,    10.03 tokens per second)
432.59.409.610 I slot print_timing: id  2 | task 6011 |       total time =    8304.48 ms /   422 tokens
432.59.409.612 I slot print_timing: id  2 | task 6011 |    graphs reused =       5480
432.59.409.748 I slot      release: id  2 | task 6011 | stop processing: n_tokens = 421, truncated = 0
432.59.434.427 I slot get_availabl: id  2 | task -1 | selected slot by LCP similarity, sim_best = 0.735 (> 0.100 thold), f_keep = 0.572
432.59.434.765 I slot launch_slot_: id  2 | task 6063 | processing task, is_child = 0
433.05.533.633 I slot print_timing: id  2 | task 6063 | prompt eval time =    2869.78 ms /   328 tokens (    8.75 ms per token,   114.29 tokens per second)
433.05.533.640 I slot print_timing: id  2 | task 6063 |        eval time =    3228.99 ms /    29 tokens (  111.34 ms per token,     8.98 tokens per second)
433.05.533.641 I slot print_timing: id  2 | task 6063 |       total time =    6098.77 ms /   357 tokens
433.05.533.643 I slot print_timing: id  2 | task 6063 |    graphs reused =       5507
433.05.533.730 I slot      release: id  2 | task 6063 | stop processing: n_tokens = 356, truncated = 0
433.05.541.298 I slot get_availabl: id  2 | task -1 | selected slot by LCP similarity, sim_best = 0.733 (> 0.100 thold), f_keep = 0.677
433.05.541.555 I slot launch_slot_: id  2 | task 6094 | processing task, is_child = 0
433.11.843.686 I slot print_timing: id  2 | task 6094 | prompt eval time =    2906.27 ms /   329 tokens (    8.83 ms per token,   113.20 tokens per second)
433.11.843.701 I slot print_timing: id  2 | task 6094 |        eval time =    3395.75 ms /    30 tokens (  113.19 ms per token,     8.83 tokens per second)
433.11.843.702 I slot print_timing: id  2 | task 6094 |       total time =    6302.02 ms /   359 tokens
433.11.843.704 I slot print_timing: id  2 | task 6094 |    graphs reused =       5535
433.11.843.815 I slot      release: id  2 | task 6094 | stop processing: n_tokens = 358, truncated = 0
433.11.854.258 I slot get_availabl: id  2 | task -1 | selected slot by LCP similarity, sim_best = 0.669 (> 0.100 thold), f_keep = 0.673
433.11.854.745 I slot launch_slot_: id  2 | task 6126 | processing task, is_child = 0
433.19.639.851 I slot print_timing: id  2 | task 6126 | prompt eval time =    3169.41 ms /   360 tokens (    8.80 ms per token,   113.59 tokens per second)
433.19.639.859 I slot print_timing: id  2 | task 6126 |        eval time =    4615.60 ms /    45 tokens (  102.57 ms per token,     9.75 tokens per second)
433.19.639.861 I slot print_timing: id  2 | task 6126 |       total time =    7785.02 ms /   405 tokens
433.19.639.861 I slot print_timing: id  2 | task 6126 |    graphs reused =       5578
433.19.639.917 I slot      release: id  2 | task 6126 | stop processing: n_tokens = 404, truncated = 0
433.19.670.087 I slot get_availabl: id  2 | task -1 | selected slot by LCP similarity, sim_best = 0.669 (> 0.100 thold), f_keep = 0.597
433.19.670.399 I slot launch_slot_: id  2 | task 6173 | processing task, is_child = 0
433.27.799.054 I slot print_timing: id  2 | task 6173 | prompt eval time =    3224.16 ms /   360 tokens (    8.96 ms per token,   111.66 tokens per second)
433.27.799.063 I slot print_timing: id  2 | task 6173 |        eval time =    4904.40 ms /    53 tokens (   92.54 ms per token,    10.81 tokens per second)
433.27.799.064 I slot print_timing: id  2 | task 6173 |       total time =    8128.56 ms /   413 tokens
433.27.799.065 I slot print_timing: id  2 | task 6173 |    graphs reused =       5629
433.27.799.118 I slot      release: id  2 | task 6173 | stop processing: n_tokens = 412, truncated = 0
433.27.808.162 I slot get_availabl: id  2 | task -1 | selected slot by LCP similarity, sim_best = 0.673 (> 0.100 thold), f_keep = 0.585
433.27.808.469 I slot launch_slot_: id  2 | task 6228 | processing task, is_child = 0
433.34.158.804 I slot print_timing: id  2 | task 6228 | prompt eval time =    3194.48 ms /   358 tokens (    8.92 ms per token,   112.07 tokens per second)
433.34.158.817 I slot print_timing: id  2 | task 6228 |        eval time =    3155.76 ms /    39 tokens (   80.92 ms per token,    12.36 tokens per second)
433.34.158.819 I slot print_timing: id  2 | task 6228 |       total time =    6350.24 ms /   397 tokens
433.34.158.821 I slot print_timing: id  2 | task 6228 |    graphs reused =       5666
433.34.158.931 I slot      release: id  2 | task 6228 | stop processing: n_tokens = 396, truncated = 0
433.34.177.886 I slot get_availabl: id  2 | task -1 | selected slot by LCP similarity, sim_best = 0.668 (> 0.100 thold), f_keep = 0.609
433.34.178.213 I slot launch_slot_: id  2 | task 6269 | processing task, is_child = 0
433.41.893.597 I slot print_timing: id  2 | task 6269 | prompt eval time =    3229.97 ms /   361 tokens (    8.95 ms per token,   111.77 tokens per second)
433.41.893.609 I slot print_timing: id  2 | task 6269 |        eval time =    4485.25 ms /    48 tokens (   93.44 ms per token,    10.70 tokens per second)
433.41.893.611 I slot print_timing: id  2 | task 6269 |       total time =    7715.22 ms /   409 tokens
433.41.893.612 I slot print_timing: id  2 | task 6269 |    graphs reused =       5712
433.41.893.692 I slot      release: id  2 | task 6269 | stop processing: n_tokens = 408, truncated = 0
433.41.916.923 I slot get_availabl: id  2 | task -1 | selected slot by LCP similarity, sim_best = 0.717 (> 0.100 thold), f_keep = 0.591
433.41.917.277 I slot launch_slot_: id  2 | task 6319 | processing task, is_child = 0
433.49.445.536 I slot print_timing: id  2 | task 6319 | prompt eval time =    2943.11 ms /   336 tokens (    8.76 ms per token,   114.16 tokens per second)
433.49.445.549 I slot print_timing: id  2 | task 6319 |        eval time =    4585.01 ms /    45 tokens (  101.89 ms per token,     9.81 tokens per second)
433.49.445.551 I slot print_timing: id  2 | task 6319 |       total time =    7528.12 ms /   381 tokens
