0.00.262.046 I cmn  common_param: common_params_print_info: verbosity = 3 (adjust with the `-lv N` CLI arg)
0.00.262.061 W srv  llama_server: embeddings enabled with n_batch (2048) > n_ubatch (512)
0.00.262.064 W srv  llama_server: setting n_batch = n_ubatch = 512 to avoid assertion failure
0.00.262.166 I srv          init: The UI is disabled
0.00.262.167 I srv          init: Use --ui/--no-ui (or deprecated --webui/--no-webui) to enable/disable
0.00.268.956 I srv    load_model: loading model './models/all-minilm-l6-v2-q5.gguf'
0.00.328.845 W load: special_eos_id is not in special_eog_ids - the tokenizer config may be incorrect
0.00.342.588 W srv    load_model: speculative decoding not supported by this context
0.00.342.596 I srv    load_model: initializing, n_slots = 4, n_ctx_slot = 512, kv_unified = 'true'
0.00.347.558 I srv  llama_server: model loaded
0.00.347.566 I srv  llama_server: listening on http://127.0.0.1:8090
0.06.003.991 I slot get_availabl: id  3 | task -1 | selected slot by LRU, t_last = -1
3.58.645.170 I slot get_availabl: id  0 | task -1 | selected slot by LRU, t_last = 238302229
3.58.645.176 I slot launch_slot_: id  0 | task 390 | processing task, is_child = 0
3.58.648.427 I slot      release: id  0 | task 390 | stop processing: n_tokens = 32, truncated = 0
3.58.649.880 I slot get_availabl: id  3 | task -1 | selected slot by LRU, t_last = 238305364
3.58.649.887 I slot launch_slot_: id  3 | task 392 | processing task, is_child = 0
3.58.653.337 I slot      release: id  3 | task 392 | stop processing: n_tokens = 39, truncated = 0
3.58.654.587 I slot get_availabl: id  2 | task -1 | selected slot by LRU, t_last = 238308579
3.58.654.597 I slot launch_slot_: id  2 | task 394 | processing task, is_child = 0
3.58.658.401 I slot      release: id  2 | task 394 | stop processing: n_tokens = 43, truncated = 0
3.58.677.150 I slot get_availabl: id  1 | task -1 | selected slot by LRU, t_last = 238330305
3.58.677.158 I slot launch_slot_: id  1 | task 396 | processing task, is_child = 0
3.58.679.136 I slot      release: id  1 | task 396 | stop processing: n_tokens = 18, truncated = 0
3.58.680.454 I slot get_availabl: id  0 | task -1 | selected slot by LRU, t_last = 238346402
3.58.680.462 I slot launch_slot_: id  0 | task 398 | processing task, is_child = 0
3.58.682.457 I slot      release: id  0 | task 398 | stop processing: n_tokens = 20, truncated = 0
3.58.708.135 I slot get_availabl: id  3 | task -1 | selected slot by LRU, t_last = 238351312
3.58.708.143 I slot launch_slot_: id  3 | task 400 | processing task, is_child = 0
3.58.709.915 I slot      release: id  3 | task 400 | stop processing: n_tokens = 14, truncated = 0
3.58.712.595 I slot get_availabl: id  2 | task -1 | selected slot by LRU, t_last = 238356380
3.58.712.601 I slot launch_slot_: id  2 | task 402 | processing task, is_child = 0
3.58.714.061 I slot      release: id  2 | task 402 | stop processing: n_tokens = 12, truncated = 0
3.58.717.719 I slot get_availabl: id  1 | task -1 | selected slot by LRU, t_last = 238377111
3.58.717.730 I slot launch_slot_: id  1 | task 404 | processing task, is_child = 0
3.58.719.178 I slot      release: id  1 | task 404 | stop processing: n_tokens = 12, truncated = 0
3.58.740.163 I slot get_availabl: id  0 | task -1 | selected slot by LRU, t_last = 238380433
3.58.740.170 I slot launch_slot_: id  0 | task 406 | processing task, is_child = 0
3.58.741.662 I slot      release: id  0 | task 406 | stop processing: n_tokens = 10, truncated = 0
3.58.756.184 I slot get_availabl: id  3 | task -1 | selected slot by LRU, t_last = 238407890
3.58.756.193 I slot launch_slot_: id  3 | task 408 | processing task, is_child = 0
3.58.757.689 I slot      release: id  3 | task 408 | stop processing: n_tokens = 12, truncated = 0
3.58.772.146 I slot get_availabl: id  2 | task -1 | selected slot by LRU, t_last = 238412035
3.58.772.154 I slot launch_slot_: id  2 | task 410 | processing task, is_child = 0
3.58.773.804 I slot      release: id  2 | task 410 | stop processing: n_tokens = 12, truncated = 0
3.58.777.589 I slot get_availabl: id  1 | task -1 | selected slot by LRU, t_last = 238417154
3.58.777.598 I slot launch_slot_: id  1 | task 412 | processing task, is_child = 0
3.58.779.151 I slot      release: id  1 | task 412 | stop processing: n_tokens = 13, truncated = 0
3.58.782.759 I slot get_availabl: id  1 | task -1 | selected slot by LCP similarity, sim_best = 0.143 (> 0.100 thold), f_keep = 0.077
3.58.782.766 I slot launch_slot_: id  1 | task 414 | processing task, is_child = 0
3.58.783.841 I slot      release: id  1 | task 414 | stop processing: n_tokens = 7, truncated = 0
3.58.787.343 I slot get_availabl: id  0 | task -1 | selected slot by LRU, t_last = 238439637
3.58.787.351 I slot launch_slot_: id  0 | task 416 | processing task, is_child = 0
3.58.788.668 I slot      release: id  0 | task 416 | stop processing: n_tokens = 10, truncated = 0
3.58.792.112 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, sim_best = 0.143 (> 0.100 thold), f_keep = 0.100
3.58.792.120 I slot launch_slot_: id  0 | task 418 | processing task, is_child = 0
3.58.793.121 I slot      release: id  0 | task 418 | stop processing: n_tokens = 7, truncated = 0
3.58.796.543 I slot get_availabl: id  3 | task -1 | selected slot by LRU, t_last = 238455664
3.58.796.550 I slot launch_slot_: id  3 | task 420 | processing task, is_child = 0
3.58.798.053 I slot      release: id  3 | task 420 | stop processing: n_tokens = 13, truncated = 0
3.58.800.768 I slot get_availabl: id  2 | task -1 | selected slot by LRU, t_last = 238471780
3.58.800.774 I slot launch_slot_: id  2 | task 422 | processing task, is_child = 0
3.58.802.357 I slot      release: id  2 | task 422 | stop processing: n_tokens = 14, truncated = 0
3.58.819.883 I slot get_availabl: id  1 | task -1 | selected slot by LRU, t_last = 238481816
3.58.819.890 I slot launch_slot_: id  1 | task 424 | processing task, is_child = 0
3.58.821.309 I slot      release: id  1 | task 424 | stop processing: n_tokens = 10, truncated = 0
3.58.835.853 I slot get_availabl: id  1 | task -1 | selected slot by LCP similarity, sim_best = 0.111 (> 0.100 thold), f_keep = 0.100
3.58.835.865 I slot launch_slot_: id  1 | task 426 | processing task, is_child = 0
3.58.837.303 I slot      release: id  1 | task 426 | stop processing: n_tokens = 9, truncated = 0
3.58.850.834 I slot get_availabl: id  0 | task -1 | selected slot by LRU, t_last = 238491097
3.58.850.842 I slot launch_slot_: id  0 | task 428 | processing task, is_child = 0
3.58.852.472 I slot      release: id  0 | task 428 | stop processing: n_tokens = 15, truncated = 0
3.58.856.033 I slot get_availabl: id  3 | task -1 | selected slot by LRU, t_last = 238496028
3.58.856.040 I slot launch_slot_: id  3 | task 430 | processing task, is_child = 0
3.58.857.373 I slot      release: id  3 | task 430 | stop processing: n_tokens = 11, truncated = 0
3.58.880.822 I slot get_availabl: id  2 | task -1 | selected slot by LRU, t_last = 238500333
3.58.880.830 I slot launch_slot_: id  2 | task 432 | processing task, is_child = 0
3.58.882.291 I slot      release: id  2 | task 432 | stop processing: n_tokens = 11, truncated = 0
3.58.896.801 I slot get_availabl: id  1 | task -1 | selected slot by LRU, t_last = 238535277
3.58.896.811 I slot launch_slot_: id  1 | task 434 | processing task, is_child = 0
3.58.898.293 I slot      release: id  1 | task 434 | stop processing: n_tokens = 12, truncated = 0
3.58.901.213 I slot get_availabl: id  0 | task -1 | selected slot by LRU, t_last = 238550447
3.58.901.221 I slot launch_slot_: id  0 | task 436 | processing task, is_child = 0
3.58.902.615 I slot      release: id  0 | task 436 | stop processing: n_tokens = 11, truncated = 0
3.58.905.461 I slot get_availabl: id  3 | task -1 | selected slot by LRU, t_last = 238555348
3.58.905.467 I slot launch_slot_: id  3 | task 438 | processing task, is_child = 0
3.58.906.965 I slot      release: id  3 | task 438 | stop processing: n_tokens = 12, truncated = 0
3.58.910.376 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, sim_best = 0.500 (> 0.100 thold), f_keep = 0.417
3.58.910.385 I slot launch_slot_: id  3 | task 440 | processing task, is_child = 0
3.58.911.747 I slot      release: id  3 | task 440 | stop processing: n_tokens = 10, truncated = 0
3.58.928.881 I slot get_availabl: id  2 | task -1 | selected slot by LRU, t_last = 238580267
3.58.928.888 I slot launch_slot_: id  2 | task 442 | processing task, is_child = 0
3.58.930.455 I slot      release: id  2 | task 442 | stop processing: n_tokens = 13, truncated = 0
3.58.933.988 I slot get_availabl: id  1 | task -1 | selected slot by LRU, t_last = 238596268
3.58.933.995 I slot launch_slot_: id  1 | task 444 | processing task, is_child = 0
3.58.935.610 I slot      release: id  1 | task 444 | stop processing: n_tokens = 15, truncated = 0
3.58.939.184 I slot get_availabl: id  1 | task -1 | selected slot by LCP similarity, sim_best = 0.364 (> 0.100 thold), f_keep = 0.267
3.58.939.193 I slot launch_slot_: id  1 | task 446 | processing task, is_child = 0
3.58.940.550 I slot      release: id  1 | task 446 | stop processing: n_tokens = 11, truncated = 0
3.58.943.195 I slot get_availabl: id  0 | task -1 | selected slot by LRU, t_last = 238600589
3.58.943.203 I slot launch_slot_: id  0 | task 448 | processing task, is_child = 0
3.58.944.457 I slot      release: id  0 | task 448 | stop processing: n_tokens = 10, truncated = 0
3.58.960.972 I slot get_availabl: id  3 | task -1 | selected slot by LRU, t_last = 238609722
3.58.960.981 I slot launch_slot_: id  3 | task 450 | processing task, is_child = 0
3.58.962.661 I slot      release: id  3 | task 450 | stop processing: n_tokens = 12, truncated = 0
3.58.965.661 I slot get_availabl: id  2 | task -1 | selected slot by LRU, t_last = 238628430
3.58.965.668 I slot launch_slot_: id  2 | task 452 | processing task, is_child = 0
3.58.967.167 I slot      release: id  2 | task 452 | stop processing: n_tokens = 12, truncated = 0
3.58.992.823 I slot get_availabl: id  1 | task -1 | selected slot by LRU, t_last = 238638526
3.58.992.829 I slot launch_slot_: id  1 | task 454 | processing task, is_child = 0
3.58.994.370 I slot      release: id  1 | task 454 | stop processing: n_tokens = 12, truncated = 0
3.59.008.791 I slot get_availabl: id  1 | task -1 | selected slot by LCP similarity, sim_best = 0.111 (> 0.100 thold), f_keep = 0.083
3.59.008.800 I slot launch_slot_: id  1 | task 456 | processing task, is_child = 0
3.59.010.109 I slot      release: id  1 | task 456 | stop processing: n_tokens = 9, truncated = 0
3.59.013.932 I slot get_availabl: id  0 | task -1 | selected slot by LRU, t_last = 238642433
3.59.013.941 I slot launch_slot_: id  0 | task 458 | processing task, is_child = 0
3.59.015.329 I slot      release: id  0 | task 458 | stop processing: n_tokens = 13, truncated = 0
3.59.018.026 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, sim_best = 0.111 (> 0.100 thold), f_keep = 0.077
3.59.018.034 I slot launch_slot_: id  0 | task 460 | processing task, is_child = 0
3.59.019.337 I slot      release: id  0 | task 460 | stop processing: n_tokens = 9, truncated = 0
3.59.022.974 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, sim_best = 0.222 (> 0.100 thold), f_keep = 0.222
3.59.022.981 I slot launch_slot_: id  0 | task 462 | processing task, is_child = 0
3.59.024.184 I slot      release: id  0 | task 462 | stop processing: n_tokens = 9, truncated = 0
3.59.027.027 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, sim_best = 0.111 (> 0.100 thold), f_keep = 0.111
3.59.027.034 I slot launch_slot_: id  0 | task 464 | processing task, is_child = 0
3.59.028.249 I slot      release: id  0 | task 464 | stop processing: n_tokens = 9, truncated = 0
3.59.031.247 I slot get_availabl: id  3 | task -1 | selected slot by LRU, t_last = 238660638
3.59.031.253 I slot launch_slot_: id  3 | task 466 | processing task, is_child = 0
3.59.033.396 I slot      release: id  3 | task 466 | stop processing: n_tokens = 20, truncated = 0
3.59.036.130 I slot get_availabl: id  2 | task -1 | selected slot by LRU, t_last = 238665143
3.59.036.137 I slot launch_slot_: id  2 | task 468 | processing task, is_child = 0
3.59.037.450 I slot      release: id  2 | task 468 | stop processing: n_tokens = 10, truncated = 0
3.59.055.830 I slot get_availabl: id  1 | task -1 | selected slot by LRU, t_last = 238708085
3.59.055.835 I slot launch_slot_: id  1 | task 470 | processing task, is_child = 0
3.59.057.924 I slot      release: id  1 | task 470 | stop processing: n_tokens = 19, truncated = 0
3.59.070.789 I slot get_availabl: id  0 | task -1 | selected slot by LRU, t_last = 238726225
3.59.070.798 I slot launch_slot_: id  0 | task 472 | processing task, is_child = 0
3.59.072.568 I slot      release: id  0 | task 472 | stop processing: n_tokens = 14, truncated = 0
3.59.076.211 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, sim_best = 0.111 (> 0.100 thold), f_keep = 0.071
3.59.076.218 I slot launch_slot_: id  0 | task 474 | processing task, is_child = 0
3.59.077.506 I slot      release: id  0 | task 474 | stop processing: n_tokens = 9, truncated = 0
3.59.081.010 I slot get_availabl: id  3 | task -1 | selected slot by LRU, t_last = 238731373
3.59.081.016 I slot launch_slot_: id  3 | task 476 | processing task, is_child = 0
3.59.082.350 I slot      release: id  3 | task 476 | stop processing: n_tokens = 10, truncated = 0
3.59.102.817 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, sim_best = 0.111 (> 0.100 thold), f_keep = 0.100
3.59.102.825 I slot launch_slot_: id  3 | task 478 | processing task, is_child = 0
3.59.104.106 I slot      release: id  3 | task 478 | stop processing: n_tokens = 9, truncated = 0
3.59.118.818 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, sim_best = 0.111 (> 0.100 thold), f_keep = 0.111
3.59.118.824 I slot launch_slot_: id  3 | task 480 | processing task, is_child = 0
3.59.120.094 I slot      release: id  3 | task 480 | stop processing: n_tokens = 9, truncated = 0
3.59.123.053 I slot get_availabl: id  2 | task -1 | selected slot by LRU, t_last = 238735426
3.59.123.062 I slot launch_slot_: id  2 | task 482 | processing task, is_child = 0
3.59.124.427 I slot      release: id  2 | task 482 | stop processing: n_tokens = 10, truncated = 0
3.59.149.823 I slot get_availabl: id  1 | task -1 | selected slot by LRU, t_last = 238755898
3.59.149.834 I slot launch_slot_: id  1 | task 484 | processing task, is_child = 0
3.59.151.356 I slot      release: id  1 | task 484 | stop processing: n_tokens = 11, truncated = 0
3.59.165.780 I slot get_availabl: id  0 | task -1 | selected slot by LRU, t_last = 238775481
3.59.165.786 I slot launch_slot_: id  0 | task 486 | processing task, is_child = 0
3.59.167.358 I slot      release: id  0 | task 486 | stop processing: n_tokens = 14, truncated = 0
3.59.171.033 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, sim_best = 0.286 (> 0.100 thold), f_keep = 0.286
3.59.171.039 I slot launch_slot_: id  0 | task 488 | processing task, is_child = 0
3.59.172.746 I slot      release: id  0 | task 488 | stop processing: n_tokens = 14, truncated = 0
3.59.176.221 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, sim_best = 0.333 (> 0.100 thold), f_keep = 0.286
3.59.176.229 I slot launch_slot_: id  0 | task 490 | processing task, is_child = 0
3.59.177.730 I slot      release: id  0 | task 490 | stop processing: n_tokens = 12, truncated = 0
3.59.195.866 I slot get_availabl: id  3 | task -1 | selected slot by LRU, t_last = 238818070
3.59.195.874 I slot launch_slot_: id  3 | task 492 | processing task, is_child = 0
3.59.197.925 I slot      release: id  3 | task 492 | stop processing: n_tokens = 18, truncated = 0
3.59.226.906 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, sim_best = 0.167 (> 0.100 thold), f_keep = 0.056
3.59.226.913 I slot launch_slot_: id  3 | task 494 | processing task, is_child = 0
3.59.227.889 I slot      release: id  3 | task 494 | stop processing: n_tokens = 6, truncated = 0
3.59.241.942 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, sim_best = 0.250 (> 0.100 thold), f_keep = 0.333
3.59.241.950 I slot launch_slot_: id  3 | task 496 | processing task, is_child = 0
3.59.243.089 I slot      release: id  3 | task 496 | stop processing: n_tokens = 8, truncated = 0
3.59.257.977 I slot get_availabl: id  2 | task -1 | selected slot by LRU, t_last = 238822402
3.59.257.985 I slot launch_slot_: id  2 | task 498 | processing task, is_child = 0
3.59.259.307 I slot      release: id  2 | task 498 | stop processing: n_tokens = 11, truncated = 0
3.59.262.603 I slot get_availabl: id  1 | task -1 | selected slot by LRU, t_last = 238849333
3.59.262.611 I slot launch_slot_: id  1 | task 500 | processing task, is_child = 0
3.59.264.057 I slot      release: id  1 | task 500 | stop processing: n_tokens = 11, truncated = 0
3.59.266.790 I slot get_availabl: id  1 | task -1 | selected slot by LCP similarity, sim_best = 0.111 (> 0.100 thold), f_keep = 0.091
3.59.266.797 I slot launch_slot_: id  1 | task 502 | processing task, is_child = 0
3.59.268.014 I slot      release: id  1 | task 502 | stop processing: n_tokens = 9, truncated = 0
3.59.288.891 I slot get_availabl: id  0 | task -1 | selected slot by LRU, t_last = 238875704
3.59.288.900 I slot launch_slot_: id  0 | task 504 | processing task, is_child = 0
3.59.290.345 I slot      release: id  0 | task 504 | stop processing: n_tokens = 12, truncated = 0
3.59.293.226 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, sim_best = 0.111 (> 0.100 thold), f_keep = 0.083
3.59.293.235 I slot launch_slot_: id  0 | task 506 | processing task, is_child = 0
3.59.294.482 I slot      release: id  0 | task 506 | stop processing: n_tokens = 9, truncated = 0
3.59.298.242 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, sim_best = 0.111 (> 0.100 thold), f_keep = 0.111
3.59.298.253 I slot launch_slot_: id  0 | task 508 | processing task, is_child = 0
3.59.299.637 I slot      release: id  0 | task 508 | stop processing: n_tokens = 9, truncated = 0
3.59.303.031 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, sim_best = 0.167 (> 0.100 thold), f_keep = 0.111
3.59.303.038 I slot launch_slot_: id  0 | task 510 | processing task, is_child = 0
3.59.304.049 I slot      release: id  0 | task 510 | stop processing: n_tokens = 6, truncated = 0
3.59.307.406 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, sim_best = 0.200 (> 0.100 thold), f_keep = 0.167
3.59.307.415 I slot launch_slot_: id  0 | task 512 | processing task, is_child = 0
3.59.308.433 I slot      release: id  0 | task 512 | stop processing: n_tokens = 5, truncated = 0
